,model,architectures,model_type,number_of_parameters,number_of_labels,labels,memory_consumption,dataset,accuracy
78534,redpajama-3b-v1-autoredteam-harmless-only,redpajama,redpajama,3000000000.0,,,12000000000.0,musr_murder_mysteries,0.5
78535,redpajama-3b-v1-autoredteam-harmless-only,redpajama,redpajama,3000000000.0,,,12000000000.0,musr_object_placements,0.234375
78536,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,ARC (AI2 Reasoning Challenge),0.4428327645051195
78537,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,Big-bench Hard,0.3173060232598507
78538,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_boolean_expressions,0.468
78539,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_causal_judgement,0.5401069518716578
78540,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_date_understanding,0.168
78541,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_disambiguation_qa,0.388
78542,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_formal_fallacies,0.532
78543,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_geometric_shapes,0.096
78544,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_logical_deduction_five_objects,0.2
78545,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_logical_deduction_seven_objects,0.124
78546,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_logical_deduction_three_objects,0.344
78547,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_movie_recommendation,0.316
78548,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_navigate,0.42
78549,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_object_counting,0.276
78550,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_reasoning_about_colored_objects,0.168
78551,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_ruin_names,0.268
78552,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_salient_translation_error_detection,0.28
78553,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_snarks,0.5449438202247191
78554,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_sports_understanding,0.464
78555,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_temporal_sequences,0.2
78556,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_tracking_shuffled_objects_five_objects,0.224
78557,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.136
78558,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,gpqa_diamond,0.2626262626262626
78559,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,GPQA,0.234375
78560,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,math_algebra_hard,0.01628664495114
78561,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,math_geometry_hard,0.0101010101010101
78562,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,math_hard,0.0123363544813695
78563,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,math_intermediate_algebra_hard,0.0119047619047619
78564,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,math_prealgebra_hard,0.0120898100172711
78565,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,MMLU-Pro,0.1196808510638298
78566,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,musr,0.3611111111111111
78567,redpajama-incite-7b-base,redpajama,redpajama,7000000000.0,,,28000000000.0,musr_object_placements,0.25
78568,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,ARC (AI2 Reasoning Challenge),0.4189419795221843
78569,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,Big-bench Hard,0.3153966325290748
78570,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_boolean_expressions,0.484
78571,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_date_understanding,0.216
78572,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_disambiguation_qa,0.352
78573,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_formal_fallacies,0.472
78574,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_geometric_shapes,0.128
78575,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_hyperbaton,0.52
78576,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_logical_deduction_five_objects,0.18
78577,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_logical_deduction_three_objects,0.348
78578,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_movie_recommendation,0.32
78579,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_navigate,0.576
78580,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_object_counting,0.284
78581,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_penguins_in_a_table,0.1643835616438356
78582,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_ruin_names,0.22
78583,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_snarks,0.5393258426966292
78584,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_sports_understanding,0.488
78585,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_temporal_sequences,0.216
78586,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_tracking_shuffled_objects_five_objects,0.176
78587,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.12
78588,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_tracking_shuffled_objects_three_objects,0.328
78589,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,gpqa,0.2525167785234899
78590,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,gpqa_diamond,0.2222222222222222
78591,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,math_algebra_hard,0.0
78592,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,math_hard,0.0032729103726082
78593,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,math_intermediate_algebra_hard,0.0023809523809523
78594,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,math_num_theory_hard,0.0086580086580086
78595,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,math_prealgebra_hard,0.006908462867012
78596,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,math_precalculus_hard,0.0
78597,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,MMLU-Pro,0.1121176861702127
78598,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,musr,0.3439153439153439
78599,redpajama-incite-7b-chat,redpajama,redpajama,7000000000.0,,,28000000000.0,musr_murder_mysteries,0.504
78600,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,ARC (AI2 Reasoning Challenge),0.4334470989761092
78601,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_causal_judgement,0.5454545454545454
78602,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_date_understanding,0.296
78603,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_disambiguation_qa,0.48
78604,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_formal_fallacies,0.536
78605,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_geometric_shapes,0.168
78606,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_hyperbaton,0.448
78607,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_logical_deduction_five_objects,0.196
78608,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_logical_deduction_seven_objects,0.144
78609,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_logical_deduction_three_objects,0.372
78610,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_movie_recommendation,0.412
78611,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_navigate,0.42
78612,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_penguins_in_a_table,0.2397260273972602
78613,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_reasoning_about_colored_objects,0.184
78614,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_ruin_names,0.072
78615,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_snarks,0.4606741573033708
78616,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_sports_understanding,0.572
78617,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_temporal_sequences,0.188
78618,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_tracking_shuffled_objects_five_objects,0.212
78619,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.148
78620,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_tracking_shuffled_objects_three_objects,0.328
78621,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,bbh_web_of_lies,0.52
78622,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,gpqa,0.2508389261744966
78623,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,gpqa_diamond,0.1868686868686868
78624,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,gpqa_extended,0.2783882783882784
78625,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,GPQA,0.2455357142857142
78626,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,math_algebra_hard,0.02171552660152
78627,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,math_counting_and_prob_hard,0.010840108401084
78628,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,math_geometry_hard,0.0101010101010101
78629,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,math_hard,0.0166163141993957
78630,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,math_intermediate_algebra_hard,0.0119047619047619
78631,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,math_prealgebra_hard,0.0310880829015544
78632,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,MMLU-Pro,0.1272440159574468
78633,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,musr,0.3677248677248677
78634,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,musr_murder_mysteries,0.46
78635,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,musr_object_placements,0.26953125
78636,redpajama-incite-7b-instruct,redpajama,redpajama,7000000000.0,,,28000000000.0,musr_team_allocation,0.376
78637,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,ARC (AI2 Reasoning Challenge),0.3967576791808874
78638,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,Big-bench Hard,0.303072383266794
78639,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_causal_judgement,0.5187165775401069
78640,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_date_understanding,0.14
78641,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_disambiguation_qa,0.3
78642,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_geometric_shapes,0.096
78643,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_hyperbaton,0.516
78644,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_logical_deduction_seven_objects,0.136
78645,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_movie_recommendation,0.264
78646,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_navigate,0.424
78647,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_ruin_names,0.284
78648,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_salient_translation_error_detection,0.112
78649,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_sports_understanding,0.484
78650,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_temporal_sequences,0.276
78651,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_five_objects,0.2
78652,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_web_of_lies,0.488
78653,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,gpqa,0.2432885906040268
78654,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,gpqa_diamond,0.2171717171717172
78655,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,gpqa_extended,0.2582417582417582
78656,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,GPQA,0.2366071428571428
78657,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_algebra_hard,0.008686210640608
78658,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_counting_and_prob_hard,0.008130081300813
78659,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_geometry_hard,0.0151515151515151
78660,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_hard,0.0110775427995971
78661,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_intermediate_algebra_hard,0.0059523809523809
78662,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_num_theory_hard,0.0151515151515151
78663,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_precalculus_hard,0.0123456790123456
78664,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,MMLU-Pro,0.1111203457446808
78665,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,musr,0.373015873015873
78666,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,musr_murder_mysteries,0.508
78667,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,musr_object_placements,0.265625
78668,redpajama-incite-base-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,musr_team_allocation,0.348
78669,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,ARC (AI2 Reasoning Challenge),0.4351535836177474
78670,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,Big-bench Hard,0.3186946710640513
78671,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_causal_judgement,0.4866310160427807
78672,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_date_understanding,0.128
78673,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_disambiguation_qa,0.3
78674,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_formal_fallacies,0.532
78675,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_geometric_shapes,0.204
78676,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_hyperbaton,0.516
78677,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_logical_deduction_five_objects,0.232
78678,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_logical_deduction_seven_objects,0.136
78679,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_logical_deduction_three_objects,0.336
78680,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_movie_recommendation,0.276
78681,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_navigate,0.436
78682,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_object_counting,0.296
78683,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_penguins_in_a_table,0.2397260273972602
78684,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_reasoning_about_colored_objects,0.128
78685,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_snarks,0.5337078651685393
78686,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_sports_understanding,0.572
78687,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_temporal_sequences,0.288
78688,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_five_objects,0.204
78689,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_three_objects,0.332
78690,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_web_of_lies,0.496
78691,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,gpqa,0.2441275167785234
78692,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,gpqa_diamond,0.2525252525252525
78693,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,gpqa_extended,0.2234432234432234
78694,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,GPQA,0.265625
78695,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_counting_and_prob_hard,0.010840108401084
78696,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_geometry_hard,0.005050505050505
78697,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_intermediate_algebra_hard,0.0107142857142857
78698,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_num_theory_hard,0.0021645021645021
78699,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_prealgebra_hard,0.003454231433506
78700,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_precalculus_hard,0.0024691358024691
78701,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,MMLU-Pro,0.1126994680851063
78702,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,musr,0.3677248677248677
78703,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,musr_murder_mysteries,0.528
78704,redpajama-incite-chat-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,musr_team_allocation,0.3
78705,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,ARC (AI2 Reasoning Challenge),0.417235494880546
78706,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,Big-bench Hard,0.3114042700919979
78707,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_boolean_expressions,0.42
78708,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_causal_judgement,0.5187165775401069
78709,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_date_understanding,0.196
78710,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_disambiguation_qa,0.312
78711,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_formal_fallacies,0.532
78712,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_geometric_shapes,0.096
78713,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_hyperbaton,0.544
78714,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_logical_deduction_five_objects,0.192
78715,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_logical_deduction_seven_objects,0.156
78716,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_logical_deduction_three_objects,0.32
78717,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_movie_recommendation,0.224
78718,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_object_counting,0.292
78719,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_penguins_in_a_table,0.2397260273972602
78720,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_ruin_names,0.284
78721,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_snarks,0.5
78722,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_temporal_sequences,0.284
78723,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_five_objects,0.216
78724,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.12
78725,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_three_objects,0.308
78726,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,bbh_web_of_lies,0.468
78727,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,gpqa,0.24748322147651
78728,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,gpqa_diamond,0.2272727272727272
78729,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,gpqa_extended,0.2564102564102564
78730,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,GPQA,0.2455357142857142
78731,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_geometry_hard,0.0126262626262626
78732,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_hard,0.0085599194360523
78733,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_intermediate_algebra_hard,0.0
78734,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_prealgebra_hard,0.0086355785837651
78735,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,math_precalculus_hard,0.0
78736,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,MMLU-Pro,0.1109541223404255
78737,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,musr,0.3875661375661375
78738,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,musr_murder_mysteries,0.516
78739,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,musr_object_placements,0.2578125
78740,redpajama-incite-instruct-3b-v1,redpajama,redpajama,3000000000.0,,,12000000000.0,musr_team_allocation,0.392
78741,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,Big-bench Hard,0.3065440027772956
78742,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_boolean_expressions,0.46
78743,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_causal_judgement,0.5187165775401069
78744,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_date_understanding,0.18
78745,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_disambiguation_qa,0.324
78746,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_formal_fallacies,0.468
78747,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_logical_deduction_seven_objects,0.144
78748,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_movie_recommendation,0.236
78749,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_navigate,0.42
78750,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_penguins_in_a_table,0.2054794520547945
78751,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_reasoning_about_colored_objects,0.172
78752,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_salient_translation_error_detection,0.22
78753,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_snarks,0.4943820224719101
78754,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_sports_understanding,0.46
78755,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_temporal_sequences,0.284
78756,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_tracking_shuffled_objects_five_objects,0.196
78757,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_tracking_shuffled_objects_seven_objects,0.14
78758,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_tracking_shuffled_objects_three_objects,0.316
