,model,architectures,model_type,number_of_parameters,number_of_labels,labels,memory_consumption,dataset,accuracy
78759,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,bbh_web_of_lies,0.488
78760,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,gpqa,0.2458053691275167
78761,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,gpqa_diamond,0.2525252525252525
78762,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,gpqa_extended,0.2435897435897435
78763,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,GPQA,0.2455357142857142
78764,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,math_algebra_hard,0.001628664495114
78765,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,math_geometry_hard,0.0
78766,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,math_intermediate_algebra_hard,0.0071428571428571
78767,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,math_num_theory_hard,0.0032467532467532
78768,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,math_prealgebra_hard,0.0181347150259067
78769,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,math_precalculus_hard,0.0037037037037037
78770,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,MMLU-Pro,0.1107047872340425
78771,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,musr,0.3571428571428571
78772,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,musr_murder_mysteries,0.504
78773,redpajama3b-v1-autoredteam-helpfulness-train,redpajama,redpajama,,,,,musr_team_allocation,0.316
78774,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,Big-bench Hard,0.6412081235896546
78775,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_boolean_expressions,0.872
78776,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_causal_judgement,0.5882352941176471
78777,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_date_understanding,0.796
78778,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_disambiguation_qa,0.72
78779,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_formal_fallacies,0.612
78780,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_geometric_shapes,0.472
78781,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_hyperbaton,0.736
78782,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_logical_deduction_five_objects,0.62
78783,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_logical_deduction_seven_objects,0.536
78784,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_logical_deduction_three_objects,0.856
78785,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_movie_recommendation,0.86
78786,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_object_counting,0.452
78787,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_reasoning_about_colored_objects,0.772
78788,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_ruin_names,0.816
78789,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_salient_translation_error_detection,0.608
78790,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_snarks,0.7584269662921348
78791,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_sports_understanding,0.84
78792,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_temporal_sequences,0.8
78793,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_tracking_shuffled_objects_five_objects,0.26
78794,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.204
78795,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,bbh_tracking_shuffled_objects_three_objects,0.348
78796,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,gpqa,0.3833892617449664
78797,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,gpqa_extended,0.3846153846153846
78798,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,GPQA,0.375
78799,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,math_algebra_hard,0.3289902280130293
78800,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,math_counting_and_prob_hard,0.1788617886178861
78801,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,math_hard,0.1824018126888217
78802,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,math_intermediate_algebra_hard,0.0392857142857142
78803,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,math_num_theory_hard,0.1266233766233766
78804,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,math_precalculus_hard,0.0666666666666666
78805,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,MMLU-Pro,0.543218085106383
78806,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,musr,0.4259259259259259
78807,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,musr_murder_mysteries,0.528
78808,redemption-wind-24b,unknown,unknown,24000000000.0,,,96000000000.0,musr_team_allocation,0.364
78809,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_boolean_expressions,0.78
78810,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_disambiguation_qa,0.32
78811,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_formal_fallacies,0.536
78812,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_geometric_shapes,0.34
78813,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_hyperbaton,0.656
78814,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_logical_deduction_seven_objects,0.324
78815,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_logical_deduction_three_objects,0.48
78816,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_movie_recommendation,0.672
78817,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_navigate,0.568
78818,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_penguins_in_a_table,0.3356164383561644
78819,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_reasoning_about_colored_objects,0.404
78820,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_ruin_names,0.308
78821,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_salient_translation_error_detection,0.432
78822,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_snarks,0.4831460674157303
78823,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_temporal_sequences,0.22
78824,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.124
78825,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_tracking_shuffled_objects_three_objects,0.304
78826,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,bbh_web_of_lies,0.488
78827,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,gpqa,0.2944630872483221
78828,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,gpqa_diamond,0.2676767676767677
78829,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,gpqa_extended,0.282051282051282
78830,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,GPQA,0.3214285714285714
78831,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,math_counting_and_prob_hard,0.056910569105691
78832,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,math_geometry_hard,0.0454545454545454
78833,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,math_hard,0.1193353474320241
78834,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,math_intermediate_algebra_hard,0.0321428571428571
78835,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,math_num_theory_hard,0.0779220779220779
78836,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,math_precalculus_hard,0.037037037037037
78837,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,MMLU-Pro,0.2987865691489361
78838,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,musr,0.3664021164021164
78839,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,musr_murder_mysteries,0.548
78840,reflection-l3-2-jametminimix-3b,unknown,unknown,3000000000.0,,,12000000000.0,musr_team_allocation,0.228
78841,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,bbh_causal_judgement,0.6378915202444614
78842,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,bbh_date_understanding,0.5914285714285715
78843,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,bbh_disambiguation_qa,0.6931428571428572
78844,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,bbh_geometric_shapes,0.3497142857142857
78845,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,bbh_hyperbaton,0.5125714285714286
78846,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,bbh_logical_deduction_five_objects,0.4708571428571429
78847,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,bbh_logical_deduction_seven_objects,0.4085714285714285
78848,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,bbh_logical_deduction_three_objects,0.7588571428571429
78849,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,bbh_navigate,0.6194285714285714
78850,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,bbh_reasoning_about_colored_objects,0.7828571428571429
78851,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,bbh_ruin_names,0.8691428571428571
78852,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,bbh_temporal_sequences,0.9531428571428572
78853,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,bbh_tracking_shuffled_objects_five_objects,0.2097142857142857
78854,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,bbh_web_of_lies,0.5257142857142857
78855,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,gpqa,0.3131591562799616
78856,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,gpqa_diamond,0.3167388167388167
78857,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,math_algebra_hard,0.1591437878082829
78858,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,math_geometry_hard,0.0411255411255411
78859,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,math_hard,0.0872895986189037
78860,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,math_intermediate_algebra_hard,0.0249999999999999
78861,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,math_num_theory_hard,0.0881261595547309
78862,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,math_prealgebra_hard,0.1413767579570688
78863,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,math_precalculus_hard,0.0306878306878306
78864,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,MMLU-Pro,0.5444766337386018
78865,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,musr_object_placements,0.2606026785714285
78866,reflection-llama-3-1-70b,llama,llama,70000000000.0,,,280000000000.0,musr_team_allocation,0.5251428571428571
78867,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,Big-bench Hard,0.3931609095643117
78868,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_boolean_expressions,0.496
78869,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_causal_judgement,0.5187165775401069
78870,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_date_understanding,0.392
78871,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_disambiguation_qa,0.444
78872,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_formal_fallacies,0.468
78873,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_geometric_shapes,0.408
78874,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_hyperbaton,0.516
78875,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_logical_deduction_five_objects,0.312
78876,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_logical_deduction_three_objects,0.492
78877,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_movie_recommendation,0.864
78878,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_object_counting,0.08
78879,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_penguins_in_a_table,0.3972602739726027
78880,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_reasoning_about_colored_objects,0.444
78881,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_ruin_names,0.3960000000000001
78882,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_salient_translation_error_detection,0.364
78883,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_snarks,0.4550561797752809
78884,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_sports_understanding,0.46
78885,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_temporal_sequences,0.212
78886,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_tracking_shuffled_objects_five_objects,0.164
78887,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.092
78888,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,bbh_web_of_lies,0.488
78889,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,gpqa,0.2508389261744966
78890,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,gpqa_diamond,0.2323232323232323
78891,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,GPQA,0.2633928571428571
78892,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,math_algebra_hard,0.0423452768729641
78893,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,math_counting_and_prob_hard,0.032520325203252
78894,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,math_geometry_hard,0.005050505050505
78895,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,math_hard,0.0244209466263846
78896,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,math_prealgebra_hard,0.0379965457685664
78897,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,math_precalculus_hard,0.0246913580246913
78898,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,MMLU-Pro,0.1423703457446808
78899,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,musr,0.414021164021164
78900,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,musr_murder_mysteries,0.5
78901,reflectioncoder-cl-34b,code,code,34000000000.0,,,136000000000.0,musr_team_allocation,0.516
78902,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,Big-bench Hard,0.3402187120291616
78903,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_boolean_expressions,0.528
78904,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_causal_judgement,0.5187165775401069
78905,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_date_understanding,0.424
78906,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_disambiguation_qa,0.364
78907,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_formal_fallacies,0.468
78908,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_geometric_shapes,0.32
78909,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_logical_deduction_five_objects,0.188
78910,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_movie_recommendation,0.372
78911,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_navigate,0.42
78912,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_object_counting,0.096
78913,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_penguins_in_a_table,0.363013698630137
78914,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_reasoning_about_colored_objects,0.332
78915,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_ruin_names,0.288
78916,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_salient_translation_error_detection,0.38
78917,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_snarks,0.5449438202247191
78918,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_sports_understanding,0.46
78919,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_temporal_sequences,0.148
78920,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_tracking_shuffled_objects_seven_objects,0.112
78921,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_tracking_shuffled_objects_three_objects,0.328
78922,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,bbh_web_of_lies,0.488
78923,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,gpqa_diamond,0.2676767676767677
78924,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,GPQA,0.2991071428571428
78925,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,math_algebra_hard,0.0499457111834962
78926,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,math_geometry_hard,0.0075757575757575
78927,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,math_intermediate_algebra_hard,0.0107142857142857
78928,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,math_prealgebra_hard,0.0189982728842832
78929,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,math_precalculus_hard,0.019753086419753
78930,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,MMLU-Pro,0.1201795212765957
78931,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,musr,0.3333333333333333
78932,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,musr_murder_mysteries,0.496
78933,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,musr_object_placements,0.2109375
78934,reflectioncoder-ds-33b,code,code,33000000000.0,,,132000000000.0,musr_team_allocation,0.296
